Gene_Symbol,WT56_8am_Female_Aged,WT2_8am_Male_Aged,WT55_12pm_Female_Aged,WT5_12pm_Male_Aged,WT54_4pm_Female_Aged,WT6_4pm_Female_Aged,WT53_8pm_Male_Aged,WT51_12am_Male_Aged,WT42_12am_Female_Aged,WT49_4am_Female_Aged,WT43_4am_Female_Aged
Gm37710,14.73,18.22,0.0,3.26,0.0,0.0,0.0,6.75,0.0,0.0,0.0
Gm37711,38.0,25.0,42.0,41.0,32.0,33.0,28.0,38.0,34.0,25.0,18.0
Gm37712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37714,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37716,4.0,1.0,4.0,1.0,9.0,6.0,3.0,1.0,1.0,2.0,1.0
Gm37717,58.0,113.0,93.0,87.0,93.0,79.0,76.0,92.0,64.0,58.0,43.0
Gm37718,25.0,37.0,20.0,27.0,54.0,21.0,25.0,24.0,47.0,32.0,16.0
Gm37719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3772,6.0,4.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0
Gm37720,3.0,9.0,8.0,3.0,5.0,11.0,8.0,11.0,11.0,12.0,4.0
Gm37721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37724,9.0,13.0,7.0,6.0,5.0,12.0,9.94,8.0,7.0,13.0,4.0
Gm37725,0.0,6.0,0.0,2.0,1.0,0.0,4.0,4.0,1.0,2.0,0.0
Gm37726,4.0,0.0,2.0,4.0,26.0,1.0,2.0,1.0,10.0,7.0,2.0
Gm37727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Gm37728,192.0,222.0,166.0,129.0,219.0,114.0,174.0,189.0,180.0,177.0,99.0
Gm37729,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0
Gm37730,2.0,2.0,4.0,7.0,4.0,8.0,6.0,2.0,7.0,4.0,2.0
Gm37731,79.0,77.0,56.0,67.0,95.0,43.0,95.0,70.0,62.0,67.0,50.0
Gm37732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37733,64.0,61.0,61.0,52.0,79.0,60.0,45.0,56.0,48.0,28.0,22.0
Gm37734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37735,53.0,49.0,38.0,41.0,53.0,34.0,57.0,26.0,25.0,28.0,27.0
Gm37736,9.0,11.0,1.0,3.0,6.0,9.0,9.0,3.0,3.0,5.0,7.0
Gm37737,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
Gm37738,14.0,9.0,10.0,11.0,13.0,7.0,27.0,11.0,12.0,8.0,9.0
Gm37739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm37742,5.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,6.0,2.0
Gm37743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37744,2.0,0.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0
Gm37745,4.0,16.0,2.0,7.0,3.0,10.0,4.0,8.0,17.0,5.0,10.0
Gm37746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37747,25.0,22.0,9.0,12.0,16.0,24.0,19.0,33.0,8.0,13.0,10.0
Gm37748,1.0,6.0,11.0,10.0,10.0,3.0,4.0,1.0,2.0,2.0,3.0
Gm37749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37750,0.0,0.0,2.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0
Gm37751,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,10.0,4.0
Gm37752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37755,15.0,13.0,17.0,4.0,5.0,5.0,9.0,1.0,4.0,2.0,5.0
Gm37756,34.05,41.34,32.93,25.28,78.69,32.05,36.01,26.6,24.59,22.18,16.47
Gm37757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37758,32.93,19.76,32.74,27.9,47.06,28.71,28.99,14.79,26.36,26.0,6.24
Gm37759,99.38,51.95,44.49,62.43,50.53,90.59,38.07,35.64,35.9,39.42,33.1
Gm3776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Gm37760,8.0,4.0,9.0,6.0,10.0,5.0,7.0,8.0,5.0,17.0,3.0
Gm37761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37764,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gm37765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37766,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gm37767,54.0,93.0,54.0,61.0,132.0,36.0,59.0,77.0,49.0,39.0,35.0
Gm37768,52.0,38.0,36.0,28.0,32.0,44.0,30.0,36.0,57.0,57.0,30.0
Gm37769,10.0,17.0,20.0,9.0,10.0,11.0,13.0,11.0,9.0,12.0,6.0
Gm37770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37773,54.0,82.0,56.0,34.0,79.0,34.0,54.0,71.0,49.0,42.0,30.0
Gm37774,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37775,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37776,156.0,138.0,141.0,136.0,176.0,96.0,122.0,173.0,101.0,116.0,56.0
Gm37777,16.0,11.0,11.0,11.0,18.0,5.0,15.0,6.0,10.0,6.0,12.0
Gm37778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37780,30.0,44.0,29.0,39.0,42.0,22.0,43.0,40.0,25.0,36.0,24.0
Gm37781,11.0,22.0,7.0,15.0,25.0,15.01,14.0,18.0,8.0,18.0,5.0
Gm37782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37783,99.0,120.0,54.0,79.0,82.0,78.0,70.0,66.0,61.0,79.0,22.0
Gm37784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37785,37.0,19.0,41.0,18.0,43.0,29.0,8.0,24.0,15.0,24.0,5.0
Gm37786,10.0,3.0,3.0,6.0,0.0,3.0,2.0,10.0,2.0,1.0,8.0
Gm37787,1.12,0.0,0.0,7.25,0.0,0.0,7.27,5.34,5.44,1.34,2.98
Gm37788,67.0,23.0,24.0,35.0,26.0,46.0,43.0,36.0,30.0,25.0,13.0
Gm37789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37790,3.0,14.0,4.0,4.0,9.0,6.0,3.0,5.0,3.0,6.0,1.0
Gm37791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37792,24.0,9.0,11.0,9.0,25.0,13.0,18.0,19.0,12.0,24.0,25.0
Gm37793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37795,135.0,174.0,165.0,200.0,247.0,228.0,157.0,127.0,83.0,120.0,99.0
Gm37796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm37797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37800,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
Gm37801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37802,17.0,22.4,19.04,15.3,27.44,20.0,15.0,25.0,18.41,22.4,6.0
Gm37803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37804,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm37805,3.0,4.0,6.0,9.0,3.0,14.0,14.0,4.0,2.0,9.0,2.0
Gm37806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37809,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
Gm37811,21.46,4.8,44.11,35.53,34.63,17.9,21.26,26.24,27.77,19.72,31.53
Gm37812,0.0,2.0,0.0,0.0,5.0,5.0,3.0,0.0,4.0,4.0,0.0
Gm37813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37814,77.0,85.01,48.0,132.79,70.93,63.58,83.0,61.38,62.89,79.0,36.0
Gm37815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37817,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
Gm37818,0.0,0.0,0.0,1.26,0.0,9.14,2.08,5.85,1.0,11.88,7.39
Gm37819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37820,7.0,1.0,6.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,2.0
Gm37821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gm37822,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Gm37824,14.0,18.0,15.0,21.0,21.0,17.0,17.0,25.0,13.0,11.0,17.0
Gm37825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37827,0.0,4.0,0.0,10.0,1.0,8.0,1.0,10.0,6.0,8.0,2.0
Gm37828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37829,48.75,52.27,67.98,58.04,85.84,49.78,47.75,74.16,38.69,56.7,26.98
Gm37830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37833,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0
Gm37834,19.0,10.0,15.0,11.0,9.0,11.0,16.0,11.0,12.0,11.0,5.0
Gm37835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37837,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37841,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37842,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Gm37843,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Gm37844,28.04,13.35,20.14,26.5,17.98,36.7,17.63,22.14,23.75,20.11,7.79
Gm37845,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37846,8.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,1.0
Gm37847,1.51,4.12,6.3,2.07,0.5,3.15,1.51,2.01,1.02,0.5,0.0
Gm37848,20.0,21.0,10.0,14.0,14.0,27.0,9.0,11.0,21.0,13.0,6.0
Gm37849,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0
Gm3785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37850,24.0,36.0,25.0,22.0,43.0,23.0,49.0,39.0,18.0,28.0,26.0
Gm37851,15.0,2.0,6.0,8.0,19.0,5.0,1.0,4.0,3.0,6.0,3.0
Gm37852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37855,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37859,117.0,114.0,123.0,105.0,121.0,99.0,126.0,111.0,69.0,80.0,74.0
Gm3786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37860,20.0,11.0,7.0,2.0,20.0,6.0,8.0,13.0,7.0,7.0,4.0
Gm37861,65.0,52.0,53.0,59.0,50.0,24.0,52.0,58.0,41.0,58.0,30.0
Gm37862,37.0,19.0,30.0,28.0,18.0,14.0,10.0,21.0,24.0,23.0,8.0
Gm37863,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gm37864,8.0,2.0,22.0,29.0,25.0,9.0,11.0,11.0,5.0,16.0,6.0
Gm37865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37868,5.0,9.0,14.0,7.0,10.0,5.0,5.0,3.0,4.0,8.0,1.0
Gm37869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37871,6.0,1.0,0.0,0.0,2.0,4.0,0.0,7.0,0.0,1.0,1.0
Gm37872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37873,7.0,11.0,2.0,15.0,5.0,2.0,8.0,8.0,6.0,4.0,4.0
Gm37875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37876,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0
Gm37877,17.0,16.0,5.0,7.0,13.0,14.0,3.0,11.0,11.0,12.0,6.0
Gm37878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37879,23.0,36.0,14.0,24.0,20.0,11.0,21.0,4.0,23.0,31.0,8.0
Gm3788,3.06,3.03,3.01,5.09,5.05,12.49,3.03,3.01,7.11,5.08,2.11
Gm37880,95.0,97.0,86.0,76.0,89.0,62.0,75.0,84.0,82.0,81.0,42.0
Gm37881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gm37882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37884,6.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,0.0,3.0,4.0
Gm37885,0.0,7.04,7.79,8.06,15.14,12.58,2.9,9.51,6.16,0.0,14.95
Gm37886,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0
Gm37887,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Gm37889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37891,31.0,45.0,16.0,34.0,40.0,29.0,26.0,29.0,27.0,21.0,20.0
Gm37892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37893,173.0,115.0,146.0,108.0,264.0,154.0,182.0,94.0,103.0,138.0,67.0
Gm37894,10.0,19.0,14.0,26.0,29.0,15.0,13.0,7.0,10.0,10.0,10.0
Gm37895,40.0,32.0,32.0,22.0,44.0,24.0,48.0,28.0,34.0,39.0,29.0
Gm37896,8.0,8.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0
Gm37897,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0
Gm37898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37899,780.48,1131.53,745.56,871.58,1250.66,751.99,827.67,809.79,703.91,861.72,517.25
Gm379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37900,38.0,41.0,33.0,35.0,28.0,35.0,33.0,35.0,49.0,22.0,11.0
Gm37901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37902,12.0,23.0,7.0,18.0,18.0,8.0,7.0,8.0,9.0,13.0,1.0
Gm37903,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0
Gm37904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37905,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Gm37906,54.0,48.0,40.0,33.0,58.0,30.0,56.0,47.0,34.0,46.0,27.0
Gm37907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37909,11.0,10.0,5.0,13.0,4.0,3.0,5.0,7.0,3.0,1.0,1.0
Gm3791,53.0,42.0,42.0,40.0,60.0,29.0,39.0,56.0,43.0,43.0,11.0
Gm37910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37911,8.0,9.0,9.0,9.0,11.0,2.0,14.0,8.0,11.0,15.0,11.0
Gm37912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37913,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0
Gm37914,20.0,10.0,8.0,4.0,15.0,2.0,9.0,11.0,7.0,4.0,4.0
Gm37915,2.9,3.85,10.08,3.12,4.76,11.21,18.34,3.29,10.21,5.53,5.16
Gm37916,0.0,7.0,3.0,0.0,7.0,2.0,2.0,6.0,6.0,1.0,0.0
Gm37917,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Gm37918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37925,43.0,49.0,26.0,77.0,50.0,15.0,37.0,57.0,36.0,22.0,21.0
Gm37926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37928,404.0,652.0,462.0,436.0,734.0,379.0,544.0,444.0,313.0,379.0,248.0
Gm37929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3793,6.0,11.0,6.0,2.0,12.0,7.0,2.0,3.0,8.0,6.0,4.0
Gm37930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37931,41.0,32.0,24.0,41.0,39.0,19.0,32.0,21.0,34.0,33.0,11.0
Gm37932,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Gm37933,3.0,9.0,15.0,5.0,8.0,7.0,4.0,6.0,2.0,12.0,3.0
Gm37934,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Gm37935,11.0,18.0,8.0,24.0,20.0,10.0,13.0,4.0,7.0,4.0,3.0
Gm37936,2.0,9.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0
Gm37937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37939,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37940,101.0,59.0,72.0,103.0,94.0,88.0,63.0,57.0,79.0,76.0,59.0
Gm37941,107.0,117.0,101.0,126.0,182.0,99.0,122.0,105.0,88.0,115.0,78.0
Gm37942,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Gm37943,7.0,15.0,8.0,19.0,12.0,16.0,19.0,6.0,13.0,13.0,5.0
Gm37944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37945,2.0,13.0,0.0,6.0,3.0,2.0,1.0,4.0,1.0,8.0,0.0
Gm37946,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Gm37947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37949,54.0,103.0,49.0,97.0,68.0,42.0,60.0,69.0,54.0,52.0,32.0
Gm37950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37953,17.0,11.0,17.0,10.0,17.0,7.0,14.0,12.0,6.0,21.0,9.0
Gm37954,227.0,392.0,228.0,219.0,349.0,191.0,328.0,212.0,203.0,214.0,150.0
Gm37955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Gm37956,2.0,7.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,7.0,0.0
Gm37957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37959,15.0,38.0,16.0,18.0,41.0,12.0,28.0,15.0,23.0,26.0,9.0
Gm37960,5.0,9.0,3.0,6.0,5.0,7.0,3.0,5.0,13.0,2.0,1.0
Gm37961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37962,39.0,56.0,21.0,52.0,61.0,42.0,40.0,66.0,41.0,28.0,23.0
Gm37963,20.0,21.0,15.0,11.0,20.0,13.0,16.0,9.0,6.0,23.0,7.0
Gm37964,36.0,38.0,22.0,33.0,47.0,17.0,27.0,48.0,22.0,27.0,16.0
Gm37965,70.0,125.0,90.0,50.0,77.0,70.0,105.0,71.0,61.0,65.0,44.0
Gm37966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37967,70.0,53.0,61.0,53.0,54.0,90.0,63.0,49.0,43.0,42.0,34.0
Gm37968,37.0,37.0,26.0,32.0,28.0,23.0,27.0,31.0,43.0,27.0,25.0
Gm37969,24.0,9.0,6.76,15.0,15.0,14.0,5.0,7.0,1.0,3.0,5.0
Gm37970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Gm37972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37973,2.0,3.0,1.0,5.0,6.0,0.0,5.0,3.0,6.0,6.0,2.0
Gm37974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37975,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,3.0
Gm37976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37977,0.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0
Gm37978,2.0,0.0,0.0,5.0,1.0,1.0,5.0,5.0,1.0,2.0,9.0
Gm37979,4.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,3.0
Gm37980,31.65,37.01,19.16,37.59,52.78,22.27,14.92,37.54,27.45,24.97,20.94
Gm37981,0.0,0.0,0.0,1.0,2.01,0.0,0.0,1.0,0.0,2.01,1.0
